year,tite,url,author,theme
2015,Imaginary Conversation,/poetsorg/poem/imaginary-conversation,Linda Pastan,Creation
1983,Remember,/poetsorg/poem/remember-0,Joy Harjo,Creation
2015,Let Everything Happen to You,/poetsorg/poem/let-everything-happen-you,Natalie Eilbert,Creation
2016,from Offworld,/poetsorg/poem/offworld,Anne Waldman,Creation
2015,Ego-Tripp(ed),/poetsorg/poem/ego-tripped,Mahogany L. Browne,Creation
1969,Gabriel,/poetsorg/poem/gabriel-0,Adrienne Rich,Creation
2015,Natural History,/poetsorg/poem/natural-history,Rebecca Lehmann,Creation
2015,Respect,/poetsorg/poem/respect,Melissa Studdard,Creation
2014,What We Set in Motion,/poetsorg/poem/what-we-set-motion,Geffrey Davis,Creation
2014,from “Origin” ,/poetsorg/poem/%E2%80%9Corigin%E2%80%9D,Samantha Giles,Creation
2014,"If Causality is Impossible, Genesis is Recurrent",/poetsorg/poem/if-causality-impossible-genesis-recurrent-0,Hyam Plutzik,Creation
2014,On Being an Artist,/poetsorg/poem/being-artist,Noelle Kocot,Creation
2013,Prayer for a Birthday,/poetsorg/poem/prayer-birthday,Mark Wunderlich,Creation
1921,He Made This Screen,/poetsorg/poem/he-made-screen,Marianne Moore,Creation
2014,An Equation,/poetsorg/poem/equation,Hyam Plutzik,Creation
2014,understory (week 35),/poetsorg/poem/understory-week-35,Craig Santos Perez,Creation
2014,Mozart,/poetsorg/poem/mozart,Caroline Knox,Creation
2012,Two Minus One,/poetsorg/poem/two-minus-one,Gregory Sherl,Creation
2012,Birth,/poetsorg/poem/birth,Tina Chang,Creation
2011,On the Origins of Things,/poetsorg/poem/origins-things,Troy Jollimore,Creation
2011,Get Used To It,/poetsorg/poem/get-used-it,Margaret Young,Creation
2009,Creation Myths,/poetsorg/poem/creation-myths,John Koethe,Creation
2005,Creation,/poetsorg/poem/creation-0,Kendel Hippolyte,Creation
2011,"from ""genesis""",/poetsorg/poem/genesis,Laura Walker,Creation
2011,After Catullus,/poetsorg/poem/after-catullus,Lisa Jarnot,Creation
2011,"Again, She Tells the First Story",/poetsorg/poem/again-she-tells-first-story,Barbara Jane Reyes,Creation
2008,"Secret Last Year (A Calendar Twelve-tone) [4. April, maybe]",/poetsorg/poem/secret-last-year-calendar-twelve-tone-4-april-maybe,Adriano Spatola,Creation
2003,so you want to be a writer?,/poetsorg/poem/so-you-want-be-writer,Charles Bukowski,Creation
2000,To an Adolescent Weeping Willow,/poetsorg/poem/adolescent-weeping-willow,Marvin Bell,Creation
1968,The Creation of the Moon,/poetsorg/poem/creation-moon,,Creation
1927,The Creation,/poetsorg/poem/creation,James Weldon Johnson,Creation
1855,Unfolded Out of the Folds,/poetsorg/poem/unfolded-out-folds,Walt Whitman,Creation
1980,Not Ideas About the Thing But the Thing Itself,/poetsorg/poem/not-ideas-about-thing-thing-itself,Wallace Stevens,Creation
1951,To make a prairie (1755),/poetsorg/poem/make-prairie-1755,Emily Dickinson,Creation
1894,Evolution,/poetsorg/poem/evolution,John Banister Tabb,Creation
1667,"Paradise Lost, Book IV, [The Argument]",/poetsorg/poem/paradise-lost-book-iv-argument,John Milton,Creation
2015,Redbone Dances,/poetsorg/poem/redbone-dances,Mahogany L. Browne,Dance
2015,Break,/poetsorg/poem/break,Aracelis Girmay,Dance
2014,Brokeheart: Just like that,/poetsorg/poem/brokeheart-just,Patrick Rosal,Dance
2012,Complaint of Isadora Duncan's Scarf,/poetsorg/poem/complaint-isadora-duncans-scarf,Charles Jensen,Dance
2012,Bows from the Last Dance,/poetsorg/poem/bows-last-dance,Ish Klein,Dance
2013,Trailing Clouds of Glory,/poetsorg/poem/trailing-clouds-glory,Vijay Seshadri,Dance
2015,Argentina,/poetsorg/poem/argentina,Roger Greenwald,Dance
2013,Borderline Mambo,/poetsorg/poem/borderline-mambo,Rita Dove,Dance
2012,This Did Not Happen,/poetsorg/poem/did-not-happen,Thylias Moss,Dance
2012,The Dancers Inherit the Party,/poetsorg/poem/dancers-inherit-party,Ian Hamilton Finlay,Dance
2011,The Dance,/poetsorg/poem/dance,Humberto Ak'Abal,Dance
2010,Evolution of Danger,/poetsorg/poem/evolution-danger,Tina Chang,Dance
1999,The Waltz We Were Born For,/poetsorg/poem/waltz-we-were-born,Walt McDonald,Dance
1994,Reminiscence,/poetsorg/poem/reminiscence,Stéphane Mallarmé,Dance
1962,Danse Russe,/poetsorg/poem/danse-russe,William Carlos Williams,Dance
2010,A Peacock in Spring,/poetsorg/poem/peacock-spring,Joyelle McSweeney,Dance
2001,Latin & Soul,/poetsorg/poem/latin-soul,Victor Hernández Cruz,Dance
1996,Mambo,/poetsorg/poem/mambo,Jaime Manrique,Dance
1991,"M. Degas Teaches Art & Science at Durfee Intermediate School, Detroit 1942 (audio only)",/poetsorg/poem/m-degas-teaches-art-science-durfee-intermediate-school-detroit-1942-audio-only,Philip Levine,Dance
1957,"Two Pages, 122 Words on Music and Dance",/poetsorg/poem/two-pages-122-words-music-and-dance,John Cage,Dance
1942,My Papa's Waltz,/poetsorg/poem/my-papas-waltz,Theodore Roethke,Dance
1990,Return,/poetsorg/poem/return-2,Dorianne Laux,Daughters
2017,The First Person Who Will Live to Be One Hundred and Fifty Years Old Has Already Been Born ,/poetsorg/poem/first-person-who-will-live-be-one-hundred-and-fifty-years-old-has-already-been-born,Nicole Sealey,Daughters
2017,Where Honey Comes From,/poetsorg/poem/where-honey-comes,Maggie Smith,Daughters
2016,On the News of Your Illness ,/poetsorg/poem/news-your-illness,Gary Soto,Daughters
2015,Sweet,/poetsorg/poem/sweet,Linda Gregerson,Daughters
2017,Soave Sia Il Vento,/poetsorg/poem/soave-sia-il-vento,Adrian Matejka,Daughters
2015,Apologue (1),/poetsorg/poem/apologue-1,Maggie Smith,Daughters
2015,Prodigal,/poetsorg/poem/prodigal,Linda Gregerson,Daughters
2016,Moon for Our Daughters,/poetsorg/poem/moon-our-daughters,Annie Finch,Daughters
2016,René Descartes and the Clockwork Girl,/poetsorg/poem/rene-descartes-and-clockwork-girl,Kathryn Nuernberger ,Daughters
2016,Landscape with Clinic and Oracle,/poetsorg/poem/landscape-clinic-and-oracle,Lynn Melnick,Daughters
2009,Calculations,/poetsorg/poem/calculations,Brenda Cárdenas,Daughters
2010,from Pieces of Kate,/poetsorg/poem/pieces-kate,Eamon Grennan,Daughters
2015,Frequently Asked Questions: #9,/poetsorg/poem/frequently-asked-questions-9,Camille T. Dungy,Daughters
2015,Daughter,/poetsorg/poem/daughter,Jon Pineda,Daughters
2008,gathering words,/poetsorg/poem/gathering-words,María Luisa Arroyo,Daughters
2016,When America Cuts My Daughter’s Hair ,/poetsorg/poem/when-america-cuts-my-daughters-hair,Jenny Browne,Daughters
2014,No Hands,/poetsorg/poem/no-hands,Carol Muske-Dukes,Daughters
2015,Abeyance,/poetsorg/poem/abeyance,Rebecca Foust,Daughters
2015,Hands,/poetsorg/poem/hands-0,Safiya Sinclair,Daughters
2015,Plastic Cookie,/poetsorg/poem/plastic-cookie,Cate Marvin,Daughters
2014,Another Poem on My Daughter’s Birthday,/poetsorg/poem/another-poem-my-daughter%E2%80%99s-birthday,Craig Morgan Teicher,Daughters
2013,My Daughter All Yourn,/poetsorg/poem/my-daughter-all-yourn,Farid Matuk,Daughters
2011,My Daughter Among the Names,/poetsorg/poem/my-daughter-among-names,Farid Matuk,Daughters
2006,Heart's Needle,/poetsorg/poem/hearts-needle,W. D. Snodgrass,Daughters
2014,To My Daughter,/poetsorg/poem/my-daughter,Hyam Plutzik,Daughters
2013,Waiting for Rain,/poetsorg/poem/waiting-rain,Ellen Bass,Daughters
2012,Shoulda Been Jimi Savannah,/poetsorg/poem/shoulda-been-jimi-savannah,Patricia Smith,Daughters
2008,Father's Day,/poetsorg/poem/fathers-day,James Tate,Daughters
2004,Ladders,/poetsorg/poem/ladders,Elizabeth Alexander,Daughters
2002,For a Daughter Who Leaves,/poetsorg/poem/daughter-who-leaves,Janice Mirikitani,Daughters
2002,Father's Song,/poetsorg/poem/fathers-song,Gregory Orr,Daughters
1995,The Bistro Styx,/poetsorg/poem/bistro-styx,Rita Dove,Daughters
1991,Achill,/poetsorg/poem/achill,Derek Mahon,Daughters
1990,"Daughters, 1900",/poetsorg/poem/daughters-1900,Marilyn Nelson,Daughters
2002,Interstate Highway,/poetsorg/poem/interstate-highway,James Applewhite,Daughters
1998,A Newborn Girl at Passover,/poetsorg/poem/newborn-girl-passover,Nan Cohen,Daughters
1994,The Pomegranate,/poetsorg/poem/pomegranate,Eavan Boland,Daughters
1990,A Little Tooth,/poetsorg/poem/little-tooth,Thomas Lux,Daughters
1976,Home After Three Months Away,/poetsorg/poem/home-after-three-months-away,Robert Lowell,Daughters
1969,The Writer,/poetsorg/poem/writer,Richard Wilbur,Daughters
1959,To My Daughter,/poetsorg/poem/my-daughter-0,Hyam Plutzik,Daughters
1966,Morning Song,/poetsorg/poem/morning-song,Sylvia Plath,Daughters
1921,A Prayer for my Daughter,/poetsorg/poem/prayer-my-daughter,W. B. Yeats,Daughters
1915,My Butterfly,/poetsorg/poem/my-butterfly,Robert Frost,Death
2017,"from ""Soft Targets""",/poetsorg/poem/soft-targets,Deborah Landau,Death
2016,Objectophile,/poetsorg/poem/objectophile,sam sax,Death
2014,Stratigraphy,/poetsorg/poem/stratigraphy,Claire McQuerry,Death
2017,Essay: On Love,/poetsorg/poem/essay-love,Ed Falco,Death
2007,Potato,/poetsorg/poem/potato-0,Jane Kenyon,Death
2017,Bury,/poetsorg/poem/bury,sam sax,Death
2016,Politics of Elegy,/poetsorg/poem/politics-elegy,sam sax,Death
2015,Meadow with Hoarfrost,/poetsorg/poem/meadow-hoarfrost,Claire McQuerry,Death
2017,Essay: On Language,/poetsorg/poem/essay-language,Ed Falco,Death
2017,SS Nevertheless,/poetsorg/poem/ss-nevertheless,David Hernandez,Death
1907,Hallowmas,/poetsorg/poem/hallowmas,Madison Julius Cawein,Death
2017,How Alone Barbie Chang's Mother,/poetsorg/poem/how-alone-barbie-changs-mother,Victoria Chang,Death
2017,it won’t be a bullet,/poetsorg/poem/it-wont-be-bullet,Danez Smith,Death
1936,[Here dead lie we because we did not choose],/poetsorg/poem/here-dead-lie-we-because-we-did-not-choose,A. E. Housman,Death
2017,One Moment Touching All the Others,/poetsorg/poem/one-moment-touching-all-others,Jeff Hardin,Death
2017,Narrow Flame,/poetsorg/poem/narrow-flame-0,Linda Gregerson,Death
2017,Naloxone,/poetsorg/poem/naloxone,William Brewer,Death
2017,Plotted,/poetsorg/poem/plotted,Robert Lowell,Death
1912,Conversion,/poetsorg/poem/conversion-0,T. E. Hulme,Death
2017,Past Barabbas,/poetsorg/poem/past-barabbas,Roger Reeves,Death
2003,The Gardener,/poetsorg/poem/gardener,Patricia Hooper,Death
1921,Lament,/poetsorg/poem/lament-0,Edna St. Vincent Millay,Death
2015,The Deadman,/poetsorg/poem/deadman,Carrie Shipers,Death
1921,Burial,/poetsorg/poem/burial-2,Edna St. Vincent Millay,Death
2009,Villanelle,/poetsorg/poem/villanelle,Michael Luis Medrano,Death
2016,At the Terminal,/poetsorg/poem/terminal,Patricia Hooper,Death
1997,In the Backyard,/poetsorg/poem/backyard,Patricia Hooper,Death
1921,Elegy Before Death,/poetsorg/poem/elegy-death,Edna St. Vincent Millay,Death
1921,Mariposa,/poetsorg/poem/mariposa,Edna St. Vincent Millay,Death
1921,Rosemary,/poetsorg/poem/rosemary,Edna St. Vincent Millay,Death
2016,Everything Moving Toward Elegy in This Season of Lost Light,/poetsorg/poem/everything-moving-toward-elegy-season-lost-light,Cathie Sandstrom,Death
2017,Ancient Sunlight,/poetsorg/poem/ancient-sunlight,Amy King,Death
1916,Brooding Grief,/poetsorg/poem/brooding-grief-0,D. H. Lawrence,Death
2017,"Still Life: From the Notebook of Ambrose Bierce, 1862",/poetsorg/poem/still-life-notebook-ambrose-bierce-1862,R. T. Smith,Death
1921,Dirge,/poetsorg/poem/dirge-0,Edna St. Vincent Millay,Death
2014,Venison,/poetsorg/poem/venison,Leah Naomi Green,Death
1920,The Lawyers Know Too Much,/poetsorg/poem/lawyers-know-too-much,Carl Sandburg,Death
1916,The Bride,/poetsorg/poem/bride,D. H. Lawrence,Death
1917,The Little Ghost,/poetsorg/poem/little-ghost,Edna St. Vincent Millay,Death
2017,Tuesday 9/11/01,/poetsorg/poem/tuesday-91101,Lucille Clifton,Death
2017,From a Park Bench,/poetsorg/poem/park-bench,Patricia Hooper,Death
1916,Loss,/poetsorg/poem/loss-0,H. D.,Death
1915,Before Marching and After,/poetsorg/poem/marching-and-after,Thomas Hardy,Death
1892,Vigil Strange I Kept on the Field One Night,/poetsorg/poem/vigil-strange-i-kept-field-one-night,Walt Whitman,Death
2017,Lens,/poetsorg/poem/lens,Patricia Hooper,Death
2017,Mångata,/poetsorg/poem/mangata,Cathie Sandstrom,Death
1916,Night,/poetsorg/poem/night-3,H. D.,Death
1892,A Sight in Camp in the Daybreak Gray and Dim,/poetsorg/poem/sight-camp-daybreak-gray-and-dim,Walt Whitman,Death
1920,Drummer Hodge,/poetsorg/poem/drummer-hodge,Thomas Hardy,Death
2017,The Good Light,/poetsorg/poem/good-light,Aaron Fagan,Death
2017,American Sonnet for My Past and Future Assassin [Any day now you will have the ability to feed the name],/poetsorg/poem/american-sonnet-my-past-and-future-assassin-any-day-now-you-will-have-ability-feed,Terrance Hayes,Death
2017,from Please Bury Me in This [In the museum of sadness...],/poetsorg/poem/please-bury-me-museum-sadness,Allison Benis White,Death
2017,"He said I wrote about death,",/poetsorg/poem/he-said-i-wrote-about-death,Kim Dower,Death
1995,Heartbeats,/poetsorg/poem/heartbeats,Melvin Dixon,Death
2017,This Place,/poetsorg/poem/place,Jennifer Firestone,Death
2017,from Please Bury Me in This [I am writing to you...],/poetsorg/poem/please-bury-me-i-am-writing-you,Allison Benis White,Death
2017,The Day After My Father’s Death,/poetsorg/poem/day-after-my-fathers-death,Bill Knott,Death
2017,In Mother’s Garden,/poetsorg/poem/mothers-garden,Khaty Xiong,Death
2017,This City,/poetsorg/poem/city-1,Eugenia Leigh,Death
1609,Then let not winter's ragged hand deface (Sonnet 6),/poetsorg/poem/then-let-not-winters-ragged-hand-deface-sonnet-6,William Shakespeare,Death
2016,A Walk through the Cemetery,/poetsorg/poem/walk-through-cemetery,Gary Soto,Death
1918,Fragment ,/poetsorg/poem/fragment-0,Rupert Brooke,Death
2016,Negative Theology,/poetsorg/poem/negative-theology,Melissa Range,Death
2016,what the dead know by heart,/poetsorg/poem/what-dead-know-heart-0,Donte Collins,Death
2016,Vicksburg National Military Park,/poetsorg/poem/vicksburg-national-military-park,Ann Fisher-Wirth,Death
1918,Exposure,/poetsorg/poem/exposure,Wilfred Owen,Death
2016,Prayer,/poetsorg/poem/prayer-6,Judson Mitcham,Death
2016,"The Great Dead, Why Not, May Know",/poetsorg/poem/great-dead-why-not-may-know,Marie Ponsot,Death
2011,Bringing the Shovel Down,/poetsorg/poem/bringing-shovel-down,Ross Gay,Death
2016,The Wind,/poetsorg/poem/wind,Alice Notley,Death
2016,Please Read,/poetsorg/poem/please-read,Mary Ruefle,Death
2016,Philip Larkin's Koan,/poetsorg/poem/philip-larkins-koan,Paisley Rekdal,Death
2016,Omens,/poetsorg/poem/omens,Cecilia Llompart,Death
2002,Farewell,/poetsorg/poem/farewell-1,Francisca Aguirre,Death
1990,Spilled Sugar,/poetsorg/poem/spilled-sugar,Thylias Moss,Death
2016,René Descartes and the Clockwork Girl,/poetsorg/poem/rene-descartes-and-clockwork-girl,Kathryn Nuernberger ,Death
2016,Interrogation of the Hanged Man,/poetsorg/poem/interrogation-hanged-man,Monica Youn,Death
1908,To Joseph Lee ,/poetsorg/poem/joseph-lee,Angelina Weld Grimké,Death
2016,Voidcraft,/poetsorg/poem/voidcraft,Ben Mirov,Death
1928,Dirge Without Music,/poetsorg/poem/dirge-without-music,Edna St. Vincent Millay,Death
2015,Poem by Poem,/poetsorg/poem/poem-poem,Juan Felipe Herrera,Death
2010,Autumn Passage,/poetsorg/poem/autumn-passage,Elizabeth Alexander,Death
2015,For the City that Nearly Broke Me,/poetsorg/poem/city-nearly-broke-me,Reginald Dwayne Betts,Death
2016,Persistence of Vision: Televised Confession,/poetsorg/poem/persistence-vision-televised-confession,Solmaz Sharif,Death
2009,A Woman Is Talking to Death,/poetsorg/poem/woman-talking-death,Judy Grahn,Death
2015,One Week Later in the Strange,/poetsorg/poem/one-week-later-strange,Elizabeth Alexander,Death
2014,Charlie Howard’s Descent,/poetsorg/poem/charlie-howard%E2%80%99s-descent,Mark Doty,Death
2010,14 haiku,/poetsorg/poem/14-haiku,Sonia Sanchez,Death
2016,Peony,/poetsorg/poem/peony,Marilyn Chin,Death
2016,Yellow Rain,/poetsorg/poem/yellow-rain,Mai Der Vang ,Death
2015,Reading to My Father,/poetsorg/poem/reading-my-father,Jorie Graham,Death
1848,On the Death of Emily Jane Brontë,/poetsorg/poem/death-emily-jane-bront%C3%AB,Charlotte Brontë,Death
2014,juxtaposing the black boy & the bullet,/poetsorg/poem/juxtaposing-black-boy-bullet,Danez Smith,Death
2014,from Forgetting Willie James Jones,/poetsorg/poem/forgetting-willie-james-jones,David Tomas Martinez,Death
2016,Erstling,/poetsorg/poem/erstling,Cynthia Cruz,Death
2016,The Carousel ,/poetsorg/poem/carousel,Zachary Schomburg,Death
2015,Elegy,/poetsorg/poem/elegy,Rachel Eliza Griffiths,Death
2014,Hearing of Alia Muhammed Baker’s Stroke,/poetsorg/poem/hearing-alia-muhammed-baker%E2%80%99s-stroke,Philip Metres ,Death
2008,Anonymous Song,/poetsorg/poem/anonymous-song,Fady Joudah,Death
2014,A Theory of Violence,/poetsorg/poem/theory-violence,Jennifer Perrine,Death
2014,Notes on a Mass Stranding,/poetsorg/poem/notes-mass-stranding,Kamilah Aisha Moon,Death
2014,Zombie Blues Villanelle,/poetsorg/poem/zombie-blues-villanelle,Tim Seibles,Death
2012,All the Trees of the Field Shall Clap Their Hands,/poetsorg/poem/all-trees-field-shall-clap-their-hands,Eduardo C. Corral,Death
1606,"Macbeth, Act I, Scene VII [If it were done when 'tis done]",/poetsorg/poem/macbeth-act-i-scene-vii-if-it-were-done-when-tis-done,William Shakespeare,Death
2012,Why I Don’t Mention Flowers When Conversations with My Brother Reach Uncomfortable Silences,/poetsorg/poem/why-i-don%E2%80%99t-mention-flowers-when-conversations-my-brother-reach-uncomfortable-silences,Natalie Diaz,Death
2006,lynch,/poetsorg/poem/lynch-0,Martha Collins,Death
2014,Faith,/poetsorg/poem/faith,Tim Seibles,Death
2016,Water Grave,/poetsorg/poem/water-grave,Mai Der Vang ,Death
1609,"Poor soul, the centre of my sinful earth (Sonnet 146)",/poetsorg/poem/poor-soul-centre-my-sinful-earth-sonnet-146,William Shakespeare,Death
1606,"Macbeth, Act V, Scene V [She should have died hereafter]",/poetsorg/poem/macbeth-act-v-scene-v-she-should-have-died-hereafter,William Shakespeare,Death
2016,[the broken pleasure of marching],/poetsorg/poem/broken-pleasure-marching,kari edwards,Death
2015,The Forgotten Madmen of Ménilmontant,/poetsorg/poem/forgotten-madmen-menilmontant-0,Frank Stanford,Death
2016,Long Night Full Moon,/poetsorg/poem/long-night-full-moon,D. A. Powell,Death
2016,The Poem,/poetsorg/poem/poem-19,Alice Notley,Death
2016,from “Bildungsroman”,/poetsorg/poem/bildungsroman,Malachi Black,Death
1921,Electrocution,/poetsorg/poem/electrocution,Lola Ridge,Death
2016,February 29,/poetsorg/poem/february-29,Jane Hirshfield,Death
2016,Seeing the Body,/poetsorg/poem/seeing-body,Rachel Eliza Griffiths,Death
2016,Skit: Sun Ra Welcomes the Fallen,/poetsorg/poem/skit-sun-ra-welcomes-fallen,Ruth Ellen Kocher,Death
2003,A Nameless One,/poetsorg/poem/nameless-one,Margaret Avison,Death
1981,Remnants,/poetsorg/poem/remnants,Jim Handlin,Death
2015,Little Box,/poetsorg/poem/little-box,Marilyn Nelson,Death
2015,Alternate Self-Portrait,/poetsorg/poem/alternate-self-portrait,Dean Rader,Death
2015,Endtime,/poetsorg/poem/endtime,Anne Waldman,Death
2015,Six Months After Contemplating Suicide,/poetsorg/poem/six-months-after-contemplating-suicide,Erika L. Sánchez,Death
2016,Continuum,/poetsorg/poem/continuum,Anne Waldman,Death
2015,Conductor,/poetsorg/poem/conductor,Marilyn Nelson,Death
2015,Like a Curtain,/poetsorg/poem/curtain,Jan Freeman,Death
2015,Nohemi — a Song for Paris,/poetsorg/poem/nohemi-%E2%80%94-song-paris,Juan Felipe Herrera,Death
2015,Out from the Patches of Briars and Blackberries,/poetsorg/poem/out-patches-briars-and-blackberries,James Allen Hall,Death
2015,The Stripling,/poetsorg/poem/stripling,Dante Micheaux,Death
2015,Patsy Cline,/poetsorg/poem/patsy-cline,Jennifer Chang,Death
2015,Only as the Day Is Long,/poetsorg/poem/only-day-long,Dorianne Laux,Death
2015,The Sadness of Clothes,/poetsorg/poem/sadness-clothes,Emily Fragos,Death
2015,Microwave Popcorn,/poetsorg/poem/microwave-popcorn,Harmony Holiday,Death
2015,the bullet was a girl,/poetsorg/poem/bullet-was-girl,Danez Smith,Death
2015,The Tradition,/poetsorg/poem/tradition,Jericho Brown,Death
